"","year","Infant mortality rate","Neonatal mortality rate","Under 5 mortality rate","Maternal Mortality rate","ISO"
"3540",2019,14.3,9.8,16.6,NA,"NIC"
"3541",2000,97,43,224.9,813,"NER"
"3542",2001,93.7,41.6,215.2,803,"NER"
"3543",2002,90.1,40.2,204.5,795,"NER"
"3544",2003,86.2,38.9,193.1,782,"NER"
"3545",2004,82.3,37.7,181.5,770,"NER"
"3546",2005,78.5,36.5,170.2,755,"NER"
"3547",2006,74.8,35.3,159.3,739,"NER"
"3548",2007,71.3,34.1,149,725,"NER"
"3549",2008,67.9,32.9,139.3,709,"NER"
"3550",2009,64.8,31.8,130.3,688,"NER"
"3551",2010,61.9,30.7,121.9,663,"NER"
"3552",2011,59.3,29.7,114.5,639,"NER"
"3553",2012,57,28.8,108.2,616,"NER"
"3554",2013,55,28,102.7,594,"NER"
"3555",2014,53.4,27.4,98,573,"NER"
"3556",2015,51.8,26.8,93.8,555,"NER"
"3557",2016,50.4,26.2,90.1,530,"NER"
"3558",2017,49.1,25.7,86.6,509,"NER"
"3559",2018,47.9,25.1,83.5,NA,"NER"
"3560",2019,46.7,24.6,80.3,NA,"NER"
"3561",2000,109.8,46.4,182.9,1200,"NGA"
"3562",2001,106.8,45.3,177.3,1200,"NGA"
"3563",2002,103.8,44.1,171.5,1180,"NGA"
"3564",2003,100.8,43,165.9,1170,"NGA"
"3565",2004,97.8,41.9,160.3,1130,"NGA"
"3566",2005,95,40.9,155,1080,"NGA"
"3567",2006,92.3,40.1,150.1,1040,"NGA"
"3568",2007,89.8,39.5,145.6,1010,"NGA"
"3569",2008,87.7,39,141.7,996,"NGA"
"3570",2009,85.9,38.5,138.3,987,"NGA"
"3571",2010,84.3,38.1,135.5,978,"NGA"
"3572",2011,83,37.8,133.1,972,"NGA"
"3573",2012,81.9,37.6,131.1,963,"NGA"
"3574",2013,81,37.5,129.4,951,"NGA"
"3575",2014,80.1,37.3,127.9,943,"NGA"
"3576",2015,79.3,37.2,126.4,931,"NGA"
"3577",2016,78.3,37,124.7,925,"NGA"
"3578",2017,77.1,36.7,122.5,917,"NGA"
"3579",2018,75.7,36.3,119.9,NA,"NGA"
"3580",2019,74,35.9,116.9,NA,"NGA"
"3581",2000,7,4.6,8.3,12,NA
"3582",2001,6.9,4.6,8.2,12,NA
"3583",2002,6.8,4.6,8.1,13,NA
"3584",2003,6.8,4.6,8,13,NA
"3585",2004,6.7,4.5,7.9,13,NA
"3586",2005,6.6,4.4,7.8,13,NA
"3587",2006,6.5,4.4,7.7,14,NA
"3588",2007,6.5,4.3,7.6,14,NA
"3589",2008,6.4,4.2,7.5,14,NA
"3590",2009,6.2,4.1,7.3,14,NA
"3591",2010,6.1,4.1,7.2,14,NA
"3592",2011,6,4,7.1,15,NA
"3593",2012,5.9,4,7,15,NA
"3594",2013,5.9,4,6.8,15,NA
"3595",2014,5.8,4,6.8,16,NA
"3596",2015,5.7,3.9,6.7,17,NA
"3597",2016,5.6,3.8,6.6,18,NA
"3598",2017,5.6,3.7,6.5,18,NA
"3599",2018,5.5,3.6,6.4,NA,NA
"3600",2019,5.4,3.5,6.3,NA,NA
"3601",2000,14.3,9.6,16,13,"MKD"
"3602",2001,13.2,9,14.8,12,"MKD"
"3603",2002,12.8,8.9,14.3,12,"MKD"
"3604",2003,12.8,9,14.4,10,"MKD"
"3605",2004,12.7,9,14.3,11,"MKD"
"3606",2005,12.2,8.7,13.7,10,"MKD"
"3607",2006,11.5,8.4,13,10,"MKD"
"3608",2007,10.9,8.1,12.3,10,"MKD"
"3609",2008,10.3,7.8,11.7,8,"MKD"
"3610",2009,9.7,7.4,11,8,"MKD"
"3611",2010,9.2,7,10.4,8,"MKD"
"3612",2011,8.8,6.7,10,8,"MKD"
"3613",2012,9,6.9,10.1,8,"MKD"
"3614",2013,9.4,7.4,10.6,8,"MKD"
"3615",2014,9.9,7.9,11.2,8,"MKD"
"3616",2015,10,8.1,11.4,8,"MKD"
"3617",2016,9.6,7.8,10.9,8,"MKD"
"3618",2017,8.5,6.8,9.6,7,"MKD"
"3619",2018,7.1,5.5,8.1,NA,"MKD"
"3620",2019,6,4.5,6.8,NA,"MKD"
"3621",2000,NA,NA,NA,NA,"MNP"
"3622",2001,NA,NA,NA,NA,"MNP"
"3623",2002,NA,NA,NA,NA,"MNP"
"3624",2003,NA,NA,NA,NA,"MNP"
"3625",2004,NA,NA,NA,NA,"MNP"
"3626",2005,NA,NA,NA,NA,"MNP"
"3627",2006,NA,NA,NA,NA,"MNP"
"3628",2007,NA,NA,NA,NA,"MNP"
"3629",2008,NA,NA,NA,NA,"MNP"
"3630",2009,NA,NA,NA,NA,"MNP"
"3631",2010,NA,NA,NA,NA,"MNP"
"3632",2011,NA,NA,NA,NA,"MNP"
"3633",2012,NA,NA,NA,NA,"MNP"
"3634",2013,NA,NA,NA,NA,"MNP"
"3635",2014,NA,NA,NA,NA,"MNP"
"3636",2015,NA,NA,NA,NA,"MNP"
"3637",2016,NA,NA,NA,NA,"MNP"
"3638",2017,NA,NA,NA,NA,"MNP"
"3639",2018,NA,NA,NA,NA,"MNP"
"3640",2019,NA,NA,NA,NA,"MNP"
"3641",2000,3.9,2.7,4.9,6,"NOR"
"3642",2001,3.8,2.6,4.7,5,"NOR"
"3643",2002,3.7,2.5,4.6,5,"NOR"
"3644",2003,3.6,2.4,4.4,5,"NOR"
"3645",2004,3.4,2.3,4.2,5,"NOR"
"3646",2005,3.3,2.3,4.1,5,"NOR"
"3647",2006,3.2,2.2,3.9,4,"NOR"
"3648",2007,3,2.1,3.7,4,"NOR"
"3649",2008,2.9,2,3.6,4,"NOR"
"3650",2009,2.8,1.9,3.4,4,"NOR"
"3651",2010,2.7,1.9,3.3,4,"NOR"
"3652",2011,2.5,1.8,3.1,4,"NOR"
"3653",2012,2.5,1.8,3,3,"NOR"
"3654",2013,2.4,1.7,2.9,3,"NOR"
"3655",2014,2.3,1.7,2.8,3,"NOR"
"3656",2015,2.2,1.6,2.7,3,"NOR"
"3657",2016,2.1,1.6,2.6,3,"NOR"
"3658",2017,2.1,1.5,2.5,2,"NOR"
"3659",2018,2,1.4,2.4,NA,"NOR"
"3660",2019,1.9,1.4,2.3,NA,"NOR"
"3661",2000,NA,NA,NA,NA,NA
"3662",2001,NA,NA,NA,NA,NA
"3663",2002,NA,NA,NA,NA,NA
"3664",2003,NA,NA,NA,NA,NA
"3665",2004,NA,NA,NA,NA,NA
"3666",2005,NA,NA,NA,NA,NA
"3667",2006,NA,NA,NA,NA,NA
"3668",2007,NA,NA,NA,NA,NA
"3669",2008,NA,NA,NA,NA,NA
"3670",2009,NA,NA,NA,NA,NA
"3671",2010,NA,NA,NA,NA,NA
"3672",2011,NA,NA,NA,NA,NA
"3673",2012,NA,NA,NA,NA,NA
"3674",2013,NA,NA,NA,NA,NA
"3675",2014,NA,NA,NA,NA,NA
"3676",2015,NA,NA,NA,NA,NA
"3677",2016,NA,NA,NA,NA,NA
"3678",2017,NA,NA,NA,NA,NA
"3679",2018,NA,NA,NA,NA,NA
"3680",2019,NA,NA,NA,NA,NA
"3681",2000,11.38239261,7.061866387,13.69620882,24,NA
"3682",2001,10.90228694,6.726067673,13.0909905,24,NA
"3683",2002,10.43994817,6.408367735,12.50734076,24,NA
"3684",2003,10.0247149,6.099238476,11.96180904,23,NA
"3685",2004,9.596303559,5.801773094,11.46884196,22,NA
"3686",2005,9.20904937,5.527828736,10.96798534,22,NA
"3687",2006,8.868655133,5.280615546,10.51808646,21,NA
"3688",2007,8.533711683,5.104748971,10.07806394,21,NA
"3689",2008,8.223727212,4.952962228,9.702716066,20,NA
"3690",2009,7.914226506,4.817203369,9.360784949,21,NA
"3691",2010,7.623421805,4.671708916,9.006054235,20,NA
"3692",2011,7.386425025,4.564557763,8.718859639,19,NA
"3693",2012,7.164938723,4.465932424,8.438020387,19,NA
"3694",2013,6.972863761,4.34396724,8.189277441,18,NA
"3695",2014,6.773117269,4.255720693,7.96328899,18,NA
"3696",2015,6.578514038,4.174608296,7.748578666,18,NA
"3697",2016,6.414243222,4.1320999,7.534091803,18,NA
"3698",2017,6.256605577,4.131853777,7.345864481,18,NA
"3699",2018,6.088749962,4.074943119,7.126517059,NA,NA
"3700",2019,5.916369855,3.972662754,6.927123833,NA,NA
"3701",2000,14.2,7.3,16.5,20,"OMN"
"3702",2001,13.3,6.9,15.4,20,"OMN"
"3703",2002,12.5,6.5,14.5,20,"OMN"
"3704",2003,11.9,6.2,13.8,20,"OMN"
"3705",2004,11.4,5.9,13.2,19,"OMN"
"3706",2005,11,5.7,12.8,19,"OMN"
"3707",2006,10.7,5.6,12.5,18,"OMN"
"3708",2007,10.5,5.4,12.2,18,"OMN"
"3709",2008,10.3,5.3,12,18,"OMN"
"3710",2009,10.2,5.3,11.8,18,"OMN"
"3711",2010,10.1,5.2,11.7,18,"OMN"
"3712",2011,10,5.2,11.6,18,"OMN"
"3713",2012,9.8,5.1,11.4,18,"OMN"
"3714",2013,9.7,5,11.3,18,"OMN"
"3715",2014,9.7,5,11.2,18,"OMN"
"3716",2015,9.6,5,11.2,19,"OMN"
"3717",2016,9.6,5,11.2,19,"OMN"
"3718",2017,9.6,5,11.2,19,"OMN"
"3719",2018,9.6,5,11.1,NA,"OMN"
"3720",2019,9.5,4.9,11.1,NA,"OMN"
"3721",2000,57.85090003,29.79122427,89.55534391,489,NA
"3722",2001,56.7816395,29.34210477,88.07702663,483,NA
"3723",2002,55.70387848,28.91258456,86.35551213,475,NA
"3724",2003,54.61557339,28.49892628,84.55659013,465,NA
"3725",2004,53.37138966,28.10448472,82.57463298,447,NA
"3726",2005,51.65277602,27.70111364,79.8593535,423,NA
"3727",2006,49.74031586,27.29768531,76.41391849,401,NA
"3728",2007,48.63688349,26.91184807,73.24488698,382,NA
"3729",2008,47.93961377,26.5467476,70.44577798,367,NA
"3730",2009,46.45132357,26.21545147,66.92690811,357,NA
"3731",2010,44.7863881,25.86430141,63.39472432,347,NA
"3732",2011,43.63951966,25.56597437,60.96800014,340,NA
"3733",2012,42.79489181,25.26511067,59.0580482,333,NA
"3734",2013,41.68330939,24.95580335,57.22755803,326,NA
"3735",2014,40.90074305,24.64173628,55.93832711,321,NA
"3736",2015,39.8336914,24.31319828,54.30972037,316,NA
"3737",2016,38.89770891,23.94018952,52.50539399,310,NA
"3738",2017,38.11084172,23.55182408,51.14186903,303,NA
"3739",2018,37.06755857,23.15145556,49.64138315,NA,NA
"3740",2019,36.18894435,22.72921755,48.23527928,NA,NA
"3741",2000,23.28399088,12.17807664,27.98480839,128,NA
"3742",2001,23.00831287,12.09161072,27.6593854,123,NA
"3743",2002,22.83066713,12.08562206,27.4502312,120,NA
"3744",2003,22.76434391,12.17641596,27.30494481,115,NA
"3745",2004,22.75646307,12.21712512,27.30444005,111,NA
"3746",2005,22.7724612,12.21616992,27.34252367,107,NA
"3747",2006,22.79939338,12.10520876,27.39070678,102,NA
"3748",2007,22.82139061,11.88346134,27.41678585,99,NA
"3749",2008,22.75004288,11.56789121,27.32307086,94,NA
"3750",2009,22.78467365,11.29327186,27.68122639,91,NA
"3751",2010,22.36588909,11.04594261,26.83564433,87,NA
"3752",2011,22.16147985,10.85378871,26.54490454,84,NA
"3753",2012,21.92341233,10.69714463,26.22637016,81,NA
"3754",2013,21.69626666,10.58312676,25.94123313,78,NA
"3755",2014,21.46377149,10.5103913,25.5908641,77,NA
"3756",2015,21.19939556,10.46805792,25.31530599,74,NA
"3757",2016,21.03421584,10.40586366,25.02217244,71,NA
"3758",2017,20.77754734,10.35142885,24.75681807,70,NA
"3759",2018,20.6092289,10.28069261,24.48886965,NA,NA
"3760",2019,20.34113353,10.21505015,24.19148967,NA,NA
"3761",2000,84.6,56.8,107.8,286,"PAK"
"3762",2001,82.6,55.8,105,275,"PAK"
"3763",2002,80.9,54.9,102.4,264,"PAK"
"3764",2003,79.3,54,100.2,254,"PAK"
"3765",2004,77.9,53.3,98.1,243,"PAK"
"3766",2005,76.6,52.6,96.3,237,"PAK"
"3767",2006,75.4,52,94.5,222,"PAK"
"3768",2007,74.1,51.4,92.7,214,"PAK"
"3769",2008,72.8,50.9,90.9,205,"PAK"
"3770",2009,71.5,50.4,89.1,199,"PAK"
"3771",2010,70.1,49.8,87.1,191,"PAK"
"3772",2011,68.6,49,85,180,"PAK"
"3773",2012,67,48.1,82.8,173,"PAK"
"3774",2013,65.4,47.1,80.6,166,"PAK"
"3775",2014,63.8,46.2,78.3,161,"PAK"
"3776",2015,62.1,45.2,76,154,"PAK"
"3777",2016,60.5,44.3,73.8,143,"PAK"
"3778",2017,58.9,43.3,71.6,140,"PAK"
"3779",2018,57.3,42.3,69.5,NA,"PAK"
"3780",2019,55.7,41.4,67.3,NA,"PAK"
"3781",2000,25.5,15.4,28.5,NA,"PLW"
"3782",2001,25.1,15.1,27.9,NA,"PLW"
"3783",2002,24.7,14.8,27.4,NA,"PLW"
"3784",2003,24.3,14.5,27,NA,"PLW"
"3785",2004,24,14.2,26.5,NA,"PLW"
"3786",2005,23.6,14,26,NA,"PLW"
"3787",2006,23.2,13.7,25.5,NA,"PLW"
"3788",2007,22.8,13.4,25,NA,"PLW"
"3789",2008,22.3,13,24.4,NA,"PLW"
"3790",2009,21.8,12.7,23.7,NA,"PLW"
"3791",2010,21.3,12.3,23.1,NA,"PLW"
"3792",2011,20.7,11.9,22.5,NA,"PLW"
"3793",2012,20.1,11.6,21.8,NA,"PLW"
"3794",2013,19.6,11.2,21.2,NA,"PLW"
"3795",2014,18.9,10.9,20.4,NA,"PLW"
"3796",2015,18.3,10.5,19.8,NA,"PLW"
"3797",2016,17.8,10.2,19.2,NA,"PLW"
"3798",2017,17.2,9.8,18.6,NA,"PLW"
"3799",2018,16.7,9.5,18,NA,"PLW"
"3800",2019,16.2,9.2,17.4,NA,"PLW"
"3801",2000,21.9,14.7,26,91,"PAN"
"3802",2001,21.4,14.3,25.4,86,"PAN"
"3803",2002,20.9,14,24.8,91,"PAN"
"3804",2003,20.5,13.6,24.1,93,"PAN"
"3805",2004,20,13.2,23.5,88,"PAN"
"3806",2005,19.5,12.9,22.9,88,"PAN"
"3807",2006,19,12.5,22.3,88,"PAN"
"3808",2007,18.5,12.2,21.7,86,"PAN"
"3809",2008,18,11.9,21.1,84,"PAN"
"3810",2009,17.5,11.5,20.5,82,"PAN"
"3811",2010,17,11.1,19.9,79,"PAN"
"3812",2011,16.5,10.8,19.3,76,"PAN"
"3813",2012,16,10.4,18.7,74,"PAN"
"3814",2013,15.5,10.1,18.1,66,"PAN"
"3815",2014,15.1,9.8,17.6,60,"PAN"
"3816",2015,14.6,9.5,17,58,"PAN"
"3817",2016,14.1,9.2,16.4,55,"PAN"
"3818",2017,13.7,8.9,15.9,52,"PAN"
"3819",2018,13.2,8.6,15.4,NA,"PAN"
"3820",2019,12.8,8.3,14.8,NA,"PAN"
"3821",2000,53.6,30.2,71.1,249,"PNG"
"3822",2001,52.8,29.6,69.9,242,"PNG"
"3823",2002,52.1,29.1,68.8,234,"PNG"
"3824",2003,51.3,28.7,67.5,225,"PNG"
"3825",2004,50.4,28.2,66.2,213,"PNG"
"3826",2005,49.6,27.9,64.9,200,"PNG"
"3827",2006,48.7,27.6,63.5,187,"PNG"
"3828",2007,47.8,27.3,62.1,179,"PNG"
"3829",2008,46.8,27,60.8,173,"PNG"
"3830",2009,45.9,26.6,59.3,170,"PNG"
"3831",2010,44.9,26.1,57.9,168,"PNG"
"3832",2011,44,25.6,56.5,166,"PNG"
"3833",2012,43,25.1,55.2,164,"PNG"
"3834",2013,42.1,24.7,53.8,160,"PNG"
"3835",2014,41.2,24.3,52.4,155,"PNG"
"3836",2015,40.2,23.8,51,151,"PNG"
"3837",2016,39.3,23.4,49.7,148,"PNG"
"3838",2017,38.2,22.9,48.2,145,"PNG"
"3839",2018,37.2,22.5,46.8,NA,"PNG"
"3840",2019,36.2,22,45.3,NA,"PNG"
"3841",2000,27.9,18.1,33.9,194,"PRY"
"3842",2001,27.4,17.7,33.1,191,"PRY"
"3843",2002,26.8,17.3,32.3,188,"PRY"
"3844",2003,26.2,16.9,31.6,185,"PRY"
"3845",2004,25.6,16.5,30.8,180,"PRY"
"3846",2005,25,16.1,30,174,"PRY"
"3847",2006,24.5,15.7,29.3,168,"PRY"
"3848",2007,23.9,15.2,28.5,163,"PRY"
"3849",2008,23.2,14.8,27.7,158,"PRY"
"3850",2009,22.6,14.4,26.9,153,"PRY"
"3851",2010,22,14,26.2,148,"PRY"
"3852",2011,21.4,13.5,25.4,145,"PRY"
"3853",2012,20.8,13.1,24.6,141,"PRY"
"3854",2013,20.2,12.7,23.8,138,"PRY"
"3855",2014,19.6,12.3,23,135,"PRY"
"3856",2015,19,11.9,22.3,132,"PRY"
"3857",2016,18.4,11.6,21.6,130,"PRY"
"3858",2017,17.8,11.2,20.9,129,"PRY"
"3859",2018,17.2,10.8,20.2,NA,"PRY"
"3860",2019,16.7,10.4,19.5,NA,"PRY"
"3861",2000,29.3,16.1,38.2,144,"PER"
"3862",2001,27.2,15.2,35.3,138,"PER"
"3863",2002,25.2,14.3,32.7,132,"PER"
"3864",2003,23.5,13.5,30.4,127,"PER"
"3865",2004,22,12.8,28.3,122,"PER"
"3866",2005,20.6,12.2,26.5,118,"PER"
"3867",2006,19.3,11.7,24.9,114,"PER"
"3868",2007,18.2,11.1,23.4,112,"PER"
"3869",2008,17.1,10.6,22,108,"PER"
"3870",2009,16.2,10.1,20.8,106,"PER"
"3871",2010,15.3,9.7,19.8,104,"PER"
"3872",2011,14.6,9.4,18.8,102,"PER"
"3873",2012,13.9,9,17.9,100,"PER"
"3874",2013,13.3,8.7,17.1,98,"PER"
"3875",2014,12.7,8.4,16.4,96,"PER"
"3876",2015,12.2,8,15.7,94,"PER"
"3877",2016,11.7,7.8,15,91,"PER"
"3878",2017,11.2,7.5,14.4,88,"PER"
"3879",2018,10.7,7.2,13.8,NA,"PER"
"3880",2019,10.3,7,13.3,NA,"PER"
"3881",2000,28.7,16.5,37.7,160,"PHL"
"3882",2001,28.2,16.5,36.9,163,"PHL"
"3883",2002,27.8,16.3,36.2,160,"PHL"
"3884",2003,27.3,16.2,35.5,156,"PHL"
"3885",2004,26.9,16,34.9,156,"PHL"
"3886",2005,26.4,15.8,34.2,156,"PHL"
"3887",2006,26,15.6,33.6,156,"PHL"
"3888",2007,25.7,15.4,33,149,"PHL"
"3889",2008,25.3,15.2,32.5,148,"PHL"
"3890",2009,25,15,32.1,149,"PHL"
"3891",2010,24.8,14.9,31.7,144,"PHL"
"3892",2011,24.5,14.7,31.3,141,"PHL"
"3893",2012,24.2,14.6,30.9,139,"PHL"
"3894",2013,23.9,14.4,30.5,136,"PHL"
"3895",2014,23.7,14.3,30.1,131,"PHL"
"3896",2015,23.4,14.1,29.6,127,"PHL"
"3897",2016,23,13.9,29.1,124,"PHL"
"3898",2017,22.6,13.6,28.5,121,"PHL"
"3899",2018,22.1,13.3,27.9,NA,"PHL"
"3900",2019,21.5,12.9,27.1,NA,"PHL"
"3901",2000,8.1,5.8,9.3,7,"POL"
"3902",2001,7.6,5.4,8.8,6,"POL"
"3903",2002,7.3,5.2,8.4,5,"POL"
"3904",2003,7,5,8.1,5,"POL"
"3905",2004,6.8,4.8,7.8,5,"POL"
"3906",2005,6.5,4.6,7.6,4,"POL"
"3907",2006,6.3,4.4,7.3,4,"POL"
"3908",2007,6.1,4.2,7,4,"POL"
"3909",2008,5.8,4,6.7,4,"POL"
"3910",2009,5.5,3.8,6.3,3,"POL"
